,Precio,Currency,Precio_EUR,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Country,City,Number of views last 7 days
7116,72000.0,EUR,72000.0,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2002,12.0,3.5,unknown,Italy , Adriatic Sea,138
7117,72000.0,EUR,72000.0,Motor Yacht,Sessa power boats,"Used boat,Diesel",2006,10.6,3.53,GRP,Spain , Mallorca ,116
7118,72000.0,EUR,72000.0,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2003,10.98,3.49,GRP,Italy , INFO DD-YACHTING,110
7119,72000.0,EUR,72000.0,Sport Boat,Jeanneau power boats,"Used boat,Unleaded",2011,7.95,2.99,unknown,France ," DIENVILLE, DIENVILLE",99
7120,72000.0,EUR,72000.0,Flybridge,Bayliner power boats,"Used boat,Diesel",1994,11.0,3.7,GRP,Germany , Baden-W¼rttemberg ,199
7121,72000.0,EUR,72000.0,Classic,Chris Craft power boats,"Used boat,Diesel",1973,10.3,3.9,GRP,Finland , jyv¤skyl¤,143
7122,72000.0,EUR,72000.0,Sport Boat,Crownline power boats,"Used boat,Unleaded",2014,7.99,2.5,GRP,Germany , Baden-W¼rttemberg ,269
7123,71900.0,EUR,71900.0,Cabin Boat,Flipper power boats,"new boat on order,Unleaded",2020,6.74,2.46,GRP,Spain , Mallorca ,65
7124,71900.0,EUR,71900.0,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,6.71,2.54,PVC,France ," BORMES LES MIMOSAS, France",42
7125,71900.0,EUR,71900.0,Bowrider,Sea Ray power boats,"new boat on order,Unleaded",2021,7.15,2.54,GRP,Germany , Boote Pfister GmbH Schwebheim / Schweinfurt,168
7126,71832.0,EUR,71832.0,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.37,2.52,PVC,France ," Propriano, France",71
7127,76800.0,CHF,79872.0,Cabin Boat,DarekCo power boats,"new boat from stock,Unleaded",2020,7.98,2.54,GRP,Switzerland , Lake Constance ,143
7128,71500.0,EUR,71500.0,Flybridge,Azimut power boats,"Used boat,Diesel",1992,13.2,4.05,unknown,Italy , Friuli Venezia Giulia ,373
7129,71500.0,EUR,71500.0,Classic,Apreamare power boats,"Used boat,Diesel",1999,10.09,3.3,GRP,Spain , Mallorca ,168
7130,71500.0,EUR,71500.0,Pilothouse,Faeton power boats,"Used boat,Diesel",2012,8.5,2.98,PVC,Spain ," San Andrs de Llavaneras, Espagne",100
7131,70667.0,EUR,70667.0,Cabin Boat,Quicksilver power boats,"new boat on order,Unleaded",0,8.91,2.98,GRP,Germany , 2,105
7132,76370.0,CHF,79424.8,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,6.95,2.48,GRP,Switzerland , Luganersee ,191
7133,76240.0,CHF,79289.6,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,7.88,2.55,GRP,Switzerland , Neuenburgersee ,299
7134,70500.0,EUR,70500.0,Sport Boat,Parker power boats,"Used boat,Unleaded",2016,7.5,2.5,PVC,Belgium ," Nieuwpoort, Belgique",54
7135,76000.0,CHF,79040.0,Runabout,Ganz Boats power boats,"Display Model,Unleaded",2018,6.8,2.35,GRP,Switzerland , Lake of Zurich ,226
7136,63995.0,GBP,72954.29999999999,Deck Boat,Ocqueteau power boats,"new boat from stock,Diesel",2017,6.91,2.64,unknown,United Kingdom ," Southampton, Maldon",36
7137,75831.0,CHF,78864.24,Sport Boat,Regal power boats,"new boat from stock,Unleaded",2021,6.2,2.6,GRP,Switzerland , Lake of Zurich ,254
7138,70000.0,EUR,70000.0,Flybridge,Bertram Yacht power boats,"Used boat,Unleaded",1985,9.99,3.81,GRP,France , Corsica,19
7139,70000.0,EUR,70000.0,Flybridge,Ferretti power boats,Used boat,1988,11.0,3.0,unknown,Italy , Lago,46
7140,70000.0,EUR,70000.0,Sport Boat,Regal power boats,"Used boat,Unleaded",2010,9.75,3.2,GRP,Italy , Lombardy Como Lombardy Como Lombardy Como Lombardy,95
7141,70000.0,EUR,70000.0,Motor Yacht,Gobbi power boats,"Used boat,Diesel",2001,11.45,3.8,GRP,Italy,,176
7142,70000.0,EUR,70000.0,Flybridge,Dellapasqua power boats,"Used boat,Diesel",2004,9.99,3.08,unknown,Italy , Lombardia - Trentino Alto Adige ,57
7143,70000.0,EUR,70000.0,"Classic,Sport Boat",Riva power boats,"Used boat,Unleaded",1970,6.55,2.33,Wood,Austria,,88
7144,70000.0,EUR,70000.0,Flybridge,Azimut power boats,"Used boat,Diesel",1991,11.44,3.96,GRP,Italy , Friuli-Venezia Giulia,70
7145,70000.0,EUR,70000.0,Flybridge,Ferretti power boats,"Used boat,Diesel",1990,10.85,3.93,GRP,Italy , Marche - Umbria ,34
7146,70000.0,EUR,70000.0,Sport Boat,Bavaria power boats,"Used boat,Unleaded",2010,8.5,2.99,GRP,Italy , Lake Garda ,223
7147,70000.0,EUR,70000.0,Deck Boat,unknown,Used boat,2011,9.19,2.79,unknown,Italy , Campania ,99
7148,70000.0,EUR,70000.0,Center console boat,Baia power boats,Used boat,1990,14.0,4.66,unknown,Italy , Campania ,49
7149,70000.0,EUR,70000.0,Motor Yacht,Azimut power boats,"Used boat,Diesel",1986,11.3,3.96,GRP,Italy , Mar Tirreno,143
7150,70000.0,EUR,70000.0,Motor Yacht,Sealine power boats,"Used boat,Diesel",2003,10.36,3.35,GRP,Malta , Portomaso,105
7151,70000.0,EUR,70000.0,Pontoon Boat,Tornado power boats,"Used boat,Diesel",2001,11.5,3.85,GRP,Italy , Sardegna ,74
7152,70000.0,EUR,70000.0,Trawler,Linssen power boats,"Used boat,Diesel",1997,10.1,3.45,Steel,France ," Saint-Jean-de-Losne, France",110
7153,70000.0,EUR,70000.0,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2005,10.8,3.48,PVC,France ," PORT LA FORET, France",81
7154,70000.0,EUR,70000.0,Hardtop,Sealine power boats,"Used boat,Diesel",2009,9.36,3.2,PVC,France ," Saint-Cyr-sur-Mer, France",56
7155,70000.0,EUR,70000.0,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,6.0,2.0,PVC,France ," La Seyne-sur-Mer, France",46
7156,70000.0,EUR,70000.0,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2007,11.95,4.3,GRP,Croatia (Hrvatska),,144
7157,70000.0,EUR,70000.0,Pontoon Boat,Cranchi power boats,"Used boat,Diesel",2009,9.2,3.5,unknown,Italy , Lazio ,99
7158,70000.0,EUR,70000.0,Sport Boat,unknown,"Used boat,Diesel",1992,12.2,2.64,unknown,Spain , Mallorca ,52
7159,70000.0,EUR,70000.0,Center console boat,Riva power boats,"Used boat,Diesel",1992,11.68,3.88,GRP,Italy , Campania ,71
7160,70000.0,EUR,70000.0,Sport Boat,Rinker power boats,"Used boat,Unleaded",2008,8.79,2.59,GRP,Croatia (Hrvatska),,48
7161,70000.0,EUR,70000.0,Motor Yacht,Master power boats,Used boat,2017,7.7,3.1,GRP,France,,96
7162,70000.0,EUR,70000.0,Trawler,unknown,"Used boat,Diesel",1992,12.8,4.1,PVC,France ," Hesse, France",96
7163,69999.0,EUR,69999.0,Pilothouse,Parker power boats,"new boat from stock,Unleaded",2018,7.9,2.9,GRP,Germany , Nordrhein-Westfalen ,81
7164,69999.0,EUR,69999.0,Pilothouse,Parker power boats,"new boat from stock,Unleaded",2019,6.6,2.5,GRP,Germany , Nordrhein-Westfalen ,67
7165,69999.0,EUR,69999.0,Motor Yacht,Quicksilver power boats,"new boat from stock,Unleaded",0,7.76,2.85,GRP,Germany,,86
7166,69995.0,EUR,69995.0,Cabin Boat,Stickl power boats,"new boat from stock,Electric",2020,6.6,2.1,GRP,Germany , Bayern ,111
7167,69990.0,EUR,69990.0,House Boat,Technus power boats,"Used boat,Unleaded",2013,12.0,4.0,unknown,Germany , Holland,124
7168,69990.0,EUR,69990.0,Sport Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.23,2.79,GRP,Germany , Schleswig-Holstein ,79
7169,69990.0,EUR,69990.0,Trawler,Succes power boats,"Used boat,Diesel",2000,9.2,3.2,Steel,Germany , Mecklemburg Vorpommern,154
7170,69950.0,EUR,69950.0,Motor Yacht,D-Boat power boats,"Display Model,Unleaded",2018,6.0,2.3,GRP,Germany , Damp,117
7171,69950.0,EUR,69950.0,Motor Yacht,Super van Craft power boats,Used boat,1973,12.65,3.65,Steel,Netherlands , Grou,143
7172,69950.0,EUR,69950.0,Cabin Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.23,2.79,GRP,Germany , Schleswig-Holstein ,81
7173,69900.0,EUR,69900.0,Motor Yacht,Sealine power boats,"Used boat,Diesel",1999,10.5,3.34,GRP,Croatia (Hrvatska) , INFO BOOTE RIEDL NOVIGRAD,160
7174,69900.0,EUR,69900.0,Pilothouse,Sting power boats,"new boat from stock,Unleaded",2018,6.02,2.52,GRP,Germany , Nordrhein-Westfalen ,192
7175,69900.0,EUR,69900.0,Flybridge,De Boarnstream power boats,Used boat,1990,11.4,3.75,unknown,Germany , DE,179
7176,69900.0,EUR,69900.0,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2017,7.99,2.8,PVC,France ," LORIENT, LORIENT",58
7177,69900.0,EUR,69900.0,Cabin Boat,Nordkapp power boats,"new boat on order,Unleaded",2019,7.1,2.57,GRP,Germany , Nordrhein-Westfalen ,262
7178,69900.0,EUR,69900.0,Motor Yacht,Cranchi power boats,"Used boat,Diesel",1997,10.35,3.49,GRP,Croatia (Hrvatska) , INFO DD-YACHTING,82
7179,69900.0,EUR,69900.0,Trawler,Valkkruiser power boats,Used boat,1984,11.6,3.75,Steel,Netherlands , In verkoophaven,149
7180,69900.0,EUR,69900.0,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,7.74,2.95,PVC,France ," 29630 PLOUGASNOU, France",48
7181,69900.0,EUR,69900.0,House Boat,Suncamper power boats,Used boat,2018,9.5,2.98,GRP,Germany , Schlei,162
7182,69900.0,EUR,69900.0,Cabin Boat,Nordkapp power boats,"new boat on order,Unleaded",2019,7.1,2.57,GRP,Germany , Nordrhein-Westfalen ,152
7183,69900.0,EUR,69900.0,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2013,20.13,2.92,PVC,France ," Matignon, France",153
7184,69900.0,EUR,69900.0,Pilothouse,BÃ©nÃ©teau power boats,new boat from stock,2018,9.0,2.78,PVC,Hungary ," Balatonf?zf?, Hongrie",136
7185,69900.0,EUR,69900.0,Cabin Boat,Invictus power boats,"Used boat,Unleaded",2019,7.45,2.45,GRP,Italy , Friuli Venezia Giulia ,93
7186,69900.0,EUR,69900.0,Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,8.1,2.5,PVC,France ," Lorient, France",20
7187,69900.0,EUR,69900.0,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2003,9.47,2.89,GRP,Germany , Brandenburg ,352
7188,69900.0,EUR,69900.0,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.19,2.52,PVC,France ," Arzon, France",58
7189,69900.0,EUR,69900.0,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2003,9.9,3.61,PVC,France ," AGDE, France",113
7191,69900.0,EUR,69900.0,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2003,9.9,3.61,PVC,France ," AGDE, France",120
7192,69900.0,EUR,69900.0,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2018,7.43,2.81,GRP,Croatia (Hrvatska),,139
7193,69900.0,EUR,69900.0,Motor Yacht,Proficiat power boats,"Used boat,Diesel",1997,10.1,3.2,Steel,Germany , Hamburg,174
7194,518000.0,DKK,67340.0,Bowrider,Campion power boats,new boat from stock,2020,6.0,2.0,unknown,Denmark , Svendborg,98
7195,69600.0,EUR,69600.0,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,7.13,2.53,unknown,Spain ," Barcelona, Espagne",75
7196,75142.0,CHF,78147.68000000001,Sport Boat,Regal power boats,"new boat from stock,Unleaded",2021,6.2,2.6,GRP,Switzerland , Lake of Zurich ,237
7197,69500.0,EUR,69500.0,Motor Yacht,Giorgi power boats,Used boat,1989,13.88,4.2,GRP,Netherlands ," Zeeland, bel voor afspraak",218
7198,69500.0,EUR,69500.0,Motor Yacht,unknown,Used boat,1997,10.7,3.6,Steel,Netherlands , In verkoophaven,95
7199,69500.0,EUR,69500.0,Runabout,Moonday power boats,Used boat,2003,9.44,2.59,unknown,Netherlands , In verkoophaven,69
7200,69500.0,EUR,69500.0,Trawler,unknown,Used boat,1989,11.0,3.8,Steel,Netherlands,,97
7201,69500.0,EUR,69500.0,Trawler,Koopmans power boats,Used boat,1970,12.5,3.7,Steel,Netherlands , Grave (NL),96
7202,69500.0,EUR,69500.0,Motor Yacht,unknown,"Used boat,Diesel",1973,13.0,4.05,Steel,Netherlands , Omgeving Dordrecht,60
7203,69500.0,EUR,69500.0,Flybridge,unknown,"Used boat,Diesel",1988,11.6,3.75,GRP,Germany , Nordsee ,221
7204,69500.0,EUR,69500.0,Cabin Boat,Viper power boats,"new boat from stock,Unleaded",0,7.0,2.5,GRP,Germany , 1,84
7205,69500.0,EUR,69500.0,Flybridge,Birchwood power boats,"Used boat,Diesel",1989,10.3,3.7,GRP,Germany , Rostock,96
7206,69500.0,EUR,69500.0,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,7.4,2.85,GRP,Germany , Niedersachsen ,81
7208,69500.0,EUR,69500.0,Sport Boat,Riva power boats,"Used boat,Diesel",1995,10.3,2.55,PVC,Turkey ," Gocek, Gocek",64
7209,69500.0,EUR,69500.0,Trawler,unknown,"Used boat,Diesel",1989,10.4,3.6,Steel,Netherlands , Op aanvraag - Auf Anfrage - On request,80
7210,69500.0,EUR,69500.0,Runabout,unknown,"Used boat,Diesel",2001,9.2,2.85,Wood,France , Provence Alpes ,69
7211,69500.0,EUR,69500.0,Trawler,unknown,Used boat,2006,9.65,3.3,Steel,Netherlands , In verkoophaven,139
7212,69500.0,EUR,69500.0,Trawler,unknown,Used boat,1990,11.5,3.85,Steel,Netherlands , In verkoophaven,121
7213,69500.0,EUR,69500.0,Trawler,unknown,Used boat,1982,12.0,3.85,Steel,Netherlands ," 0(31)38-303 4210, Bezichtiging op afspraak, Besich",98
7214,69500.0,EUR,69500.0,Motor Yacht,Barkas power boats,Used boat,2004,10.3,3.65,Steel,Netherlands ," Verkoophaven Flevostrand Molecaten, Nav. ""zuiderze",132
7215,69500.0,EUR,69500.0,Motor Yacht,Valkkruiser power boats,Used boat,1984,12.0,3.85,Steel,Netherlands , In verkoophaven,167
7216,63345.0,GBP,72213.29999999999,Pilothouse,Jeanneau power boats,new boat from stock,2020,2.41,0.86,PVC,United Kingdom ," Lincoln, Lincoln",67
7217,69460.0,EUR,69460.0,Sport Boat,Yamarin power boats,new boat from stock,2020,8.02,2.6,GRP,Germany , Nordrhein-Westfalen ,213
7218,69400.0,EUR,69400.0,Hardtop,Agder power boats,"Used boat,Diesel",2000,8.4,3.2,GRP,Germany , Schleswig-Holstein ,217
7219,75000.0,CHF,78000.0,"Classic,Runabout",Swiss Craft power boats,"Used boat,Unleaded",1961,6.1,2.1,Wood,Switzerland , Thunersee ,194
7220,75000.0,CHF,78000.0,"Classic,Motor Yacht,Water ski",Boesch power boats,"Used boat,Unleaded",1985,5.9,2.12,Wood,Switzerland , Lake Geneva ,326
7222,74900.0,CHF,77896.0,"Classic,Runabout",Riva power boats,"Used boat,Unleaded",1965,6.07,2.2,Wood,Switzerland , Lake Geneva ,350
7223,69000.0,EUR,69000.0,Bowrider,Regal power boats,"Used boat,Unleaded",2016,6.8,2.6,unknown,France ," DIENVILLE, DIENVILLE",86
7224,69000.0,EUR,69000.0,Motor Yacht,Sealine power boats,"Used boat,Diesel",1993,10.98,3.66,GRP,Croatia (Hrvatska) , INFO DD-YACHTING,195
7225,69000.0,EUR,69000.0,Motor Yacht,Formula power boats,"Used boat,Unleaded",1992,11.28,3.66,GRP,Germany , Bremen,37
7226,69000.0,EUR,69000.0,Cabin Boat,Starfisher power boats,"Used boat,Unleaded",2012,9.13,2.99,GRP,Spain , Costa Blanca ,88
7227,69000.0,EUR,69000.0,Sport Boat,Formula power boats,"Used boat,Unleaded",1992,10.26,3.66,GRP,Germany , Harlesiel,74
7228,69000.0,EUR,69000.0,Flybridge,ST power boats,"Used boat,Diesel",2008,10.0,3.34,PVC,France ," SAINT CYPRIEN, SAINT CYPRIEN",37
7229,69000.0,EUR,69000.0,Center console boat,Cranchi power boats,"Used boat,Diesel",2001,11.47,3.49,unknown,France,,129
7230,69000.0,EUR,69000.0,"Classic,Motor Yacht",Spertini power boats,"Used boat,Diesel",1977,18.0,5.35,Wood,Spain , Mallorca ,227
7231,69000.0,EUR,69000.0,Motor Yacht,Doral power boats,"Used boat,Unleaded",2001,10.0,3.0,GRP,Croatia (Hrvatska) , Kvarner,82
7232,69000.0,EUR,69000.0,Motor Yacht,unknown,"Used boat,Diesel",1979,13.0,3.28,Steel,Netherlands , onbekend,127
7233,69000.0,EUR,69000.0,Sport Boat,unknown,"Used boat,Unleaded",2009,9.45,3.05,GRP,Italy , Toscana ,65
7234,69000.0,EUR,69000.0,Sport Boat,MAS power boats,"Used boat,Diesel",2004,8.43,2.66,GRP,Italy , Monfalcone,85
7235,69000.0,EUR,69000.0,Motor Yacht,MMS power boats,"Used boat,Diesel",1997,10.63,3.49,unknown,Germany , Raum Rendsburg,78
7236,69000.0,EUR,69000.0,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2015,8.25,2.97,unknown,France ," Beaulieu, France",58
7237,69000.0,EUR,69000.0,Pontoon Boat,Saver power boats,Used boat,2020,9.0,2.98,GRP,Italy , Friuli Venezia Giulia ,81
7238,69000.0,EUR,69000.0,Motor Yacht,unknown,"Used boat,Diesel",1973,10.1,3.5,unknown,Netherlands , Omgeving Rotterdam,41
7239,69000.0,EUR,69000.0,Trawler,Yacht Service SP. z o.o.  power boats,"Used boat,Diesel",2009,9.0,3.0,GRP,Germany , Oste,273
7240,69000.0,EUR,69000.0,Motor Yacht,Sessa power boats,"Used boat,Unleaded",2007,9.01,2.99,GRP,Germany , Brandenburg ,186
7241,69000.0,EUR,69000.0,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2007,9.74,2.9,GRP,Spain , Mallorca ,136
7242,69000.0,EUR,69000.0,Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",2011,10.15,2.96,GRP,Italy , Lombardia - Trentino Alto Adige ,349
7243,69000.0,EUR,69000.0,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2014,8.25,2.94,PVC,Spain , Alicante (Alacant),85
7244,69000.0,EUR,69000.0,Flybridge,ST power boats,"Used boat,Diesel",2008,10.0,3.34,PVC,France ," SAINT CYPRIEN, France, SAINT CYPRIEN, SAINT CYPRIE",68
7245,69000.0,EUR,69000.0,Motor Yacht,Sealine power boats,Used boat,1996,11.3,3.7,GRP,Netherlands , In verkoophaven,127
7246,69000.0,EUR,69000.0,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2006,9.95,3.42,PVC,France , 56570,78
7247,69000.0,EUR,69000.0,Sport Boat,unknown,Used boat,2001,9.68,3.26,GRP,Italy , Friuli-Venezia Giulia,111
7248,69000.0,EUR,69000.0,Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",2005,9.1,3.48,GRP,Italy , Lake Garda ,329
7249,69000.0,EUR,69000.0,Sport Boat,Glastron power boats,"Used boat,Unleaded",2017,6.71,2.54,GRP,Germany , Neustadt i.H.,184
7250,69000.0,EUR,69000.0,Sport Boat,Formula power boats,"Used boat,Unleaded",1992,10.26,3.66,GRP,NordseekÃ¼ste,,113
7251,69000.0,EUR,69000.0,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2015,8.91,2.93,unknown,France ," la foret fouesnant, France",65
7252,69000.0,EUR,69000.0,Bowrider,Regal power boats,"Used boat,Unleaded",2017,7.1,2.5,unknown,France ," MANDELIEU, France",140
7253,69000.0,EUR,69000.0,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2004,10.2,3.25,GRP,Netherlands , N¤he deutscher Grenze Emmerich/Elten,142
7254,69000.0,EUR,69000.0,Flybridge,President power boats,"Used boat,Diesel",1991,16.07,4.5,PVC,France ," AGDE, AGDE",231
7255,62495.0,GBP,71244.29999999999,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1992,11.89,3.63,GRP,Isle of Man , Douglas,76
7256,68500.0,EUR,68500.0,Cabin Boat,Viper power boats,"new boat from stock,Unleaded",0,7.0,2.5,GRP,Germany , 1,89
7257,68500.0,EUR,68500.0,Motor Yacht,Inter power boats,"Display Model,Diesel",2010,7.7,2.7,GRP,Belgium , Gent ,106
7258,68500.0,EUR,68500.0,Motor Yacht,Quicksilver power boats,"new boat from stock,Unleaded",0,7.76,2.85,GRP,Germany,,74
7259,68500.0,EUR,68500.0,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1997,13.45,3.3,unknown,Spain , Mallorca ,156
7260,68500.0,EUR,68500.0,Motor Yacht,Fairline power boats,"Used boat,Diesel",2000,9.14,3.04,Plastic,Belgium , zeeland ,324
7261,68310.0,EUR,68310.0,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2019,6.55,2.54,GRP,Germany , Baden-W¼rttemberg ,99
7262,62172.0,GBP,70876.07999999999,Pilothouse,Jeanneau power boats,new boat from stock,2020,6.91,2.57,unknown,United Kingdom ," Swanwick, Swanwick",21
7263,68000.0,EUR,68000.0,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2009,9.2,3.0,unknown,Italy , Friuli Venezia Giulia ,120
7264,68000.0,EUR,68000.0,Center console boat,Sessa power boats,Used boat,2006,7.49,2.9,GRP,Italy , Sardegna ,146
7265,68000.0,EUR,68000.0,Motor Yacht,Yaretti power boats,"Used boat,Diesel",1992,15.0,4.0,GRP,Croatia (Hrvatska) , INFO DD-YACHTING,136
7266,68000.0,EUR,68000.0,Motor Yacht,Crownline power boats,"Used boat,Unleaded",2008,9.9,2.95,GRP,Italy , Friuli-Venezia Giulia,150
7267,68000.0,EUR,68000.0,Flybridge,Posillipo power boats,"Used boat,Diesel",1976,12.4,4.29,GRP,Italy , Liguria ,124
7268,68000.0,EUR,68000.0,Flybridge,Cayman power boats,"Used boat,Diesel",2002,9.3,3.3,GRP,Croatia (Hrvatska),,69
7269,68000.0,EUR,68000.0,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2017,8.37,2.93,unknown,France ," PORTICCIO, France",71
7270,68000.0,EUR,68000.0,Flybridge,unknown,Used boat,1992,15.0,4.0,GRP,Croatia (Hrvatska) , onbekend,136
7271,68000.0,EUR,68000.0,Motor Yacht,Cranchi power boats,"Used boat,Diesel",1995,10.92,3.8,GRP,Italy , Friuli-Venezia Giulia,41
7272,68000.0,EUR,68000.0,Flybridge,Galeon power boats,"Used boat,Diesel",2005,9.6,3.0,GRP,Italy , Lombardia - Trentino Alto Adige ,380
7273,68000.0,EUR,68000.0,Flybridge,Ocqueteau power boats,"Used boat,Diesel",2004,9.75,3.4,unknown,France,,60
7274,68000.0,EUR,68000.0,Flybridge,Ferretti power boats,"Used boat,Diesel",1990,13.5,4.28,GRP,Italy , Liguria ,77
7275,68000.0,EUR,68000.0,Flybridge,Galeon power boats,"Used boat,Diesel",2005,9.6,3.0,unknown,Italy , Aprilia Marittima di Latisana (UD),116
7276,68000.0,EUR,68000.0,Sport Boat,Gobbi power boats,"Used boat,Diesel",2000,11.2,3.5,unknown,Italy,,76
7277,68000.0,EUR,68000.0,Motor Yacht,Tristan power boats,"Used boat,Diesel",1995,9.2,3.0,GRP,Croatia (Hrvatska) , Zadar N¤he ,121
7278,68000.0,EUR,68000.0,Cabin Boat,Parker power boats,"Used boat,Diesel",2014,7.9,2.88,GRP,France , C´te d'Azur ,73
7279,68000.0,EUR,68000.0,Motor Yacht,Yaretti power boats,"Used boat,Diesel",1992,14.88,4.35,GRP,Croatia (Hrvatska) , N¤he Split,153
7280,68000.0,EUR,68000.0,Motor Yacht,Innovazioni e Progetti power boats,Used boat,2000,11.24,3.54,GRP,Italy , Campania ,238
7281,67983.0,EUR,67983.0,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.1,2.0,PVC,Spain ," Palma, Espagne",76
7282,72900.0,CHF,75816.0,Sport Boat,Silver power boats,"new boat from stock,Unleaded",2020,6.06,2.36,GRP,Switzerland , Lake of Zurich ,290
7283,67900.0,EUR,67900.0,Cabin Boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,6.71,2.54,GRP,Germany , Bayern ,161
7284,67900.0,EUR,67900.0,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,7.09,2.5,PVC,France ," PORT LEUCATE, France",124
7285,67900.0,EUR,67900.0,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2011,8.95,2.99,GRP,Croatia (Hrvatska) , INFO DD-YACHTING,170
7286,67000.0,EUR,67000.0,Wakeboard/Wakesurf,Heyday power boats,"new boat from stock,Unleaded",2019,6.0,2.0,PVC,France ," Rixheim, France",98
7287,67000.0,EUR,67000.0,Center console boat,Jeanneau power boats,"Used boat,Unleaded",2018,7.42,2.54,PVC,France ," PORTICCIO, France",105
